iter	Passed	Remaining
280	66238	758799
281	66477	758600
282	66717	758415
283	66948	758123
284	67198	758042
285	67508	758644
286	67755	758530
287	67996	758353
288	68208	757848
289	68416	757296
290	68639	756923
291	68851	756422
292	69081	756125
293	69300	755702
294	69519	755284
295	69747	754967
296	70000	754924
297	70202	754325
298	70416	753858
299	70622	753311
300	70878	753287
301	71135	753286
302	71353	752865
303	71569	752418
304	71787	752006
305	72001	751544
306	72229	751231
307	72473	751087
308	72712	750892
309	72922	750397
310	73155	750141
311	73366	749657
312	73582	749220
313	73793	748740
314	74019	748422
315	74251	748157
316	74475	747813
317	74697	747447
318	74927	747158
319	75183	747131
320	75419	746908
321	75647	746603
322	75849	746045
323	76065	745630
324	76292	745323
325	76554	745344
326	76797	745192
327	77035	744992
328	77256	744620
329	77488	744362
330	77720	744101
331	77963	743945
332	78170	743440
333	78396	743125
334	78631	742891
335	78873	742723
336	79093	742356
337	79316	742006
338	79542	741693
339	79757	741276
340	79979	740921
341	80184	740418
342	80422	740214
343	80672	740125
344	80893	739767
345	81104	739317
346	81324	738948
347	81552	738663
348	81755	738142
349	81956	737605
350	82173	737217
351	82365	736613
352	82570	736116
353	82792	735778
354	83001	735323
355	83192	734706
356	83392	734181
357	83581	733551
358	83790	733112
359	83986	732551
360	84192	732080
361	84398	731611
362	84591	731032
363	84791	730509
364	84993	730009
365	85185	729433
366	85375	728832
367	85582	728378
368	85809	728101
369	86005	727563
370	86202	727030
371	86390	726424
372	86589	725910
373	86805	725543
374	87000	725002
375	87199	724495
376	87408	724079
377	87602	723534
378	87799	723017
379	88008	722598
380	88209	722117
381	88405	721590
382	88625	721264
383	88817	720718
384	89014	720205
385	89220	719775
386	89415	719249
387	89630	718894
388	89852	718587
389	90062	718192
390	90267	717754
391	90487	717433
392	90691	716995
393	90891	716519
394	91109	716186
395	91320	715803
396	91524	715363
397	91728	714927
398	91945	714596
399	92147	714146
400	92357	713752
401	92574	713424
402	92797	713138
403	92994	712654
404	93203	712262
405	93410	711849
406	93647	711674
407	93857	711291
408	94083	711033
409	94297	710679
410	94487	710153
411	94702	709812
412	94893	709290
413	95091	708819
414	95296	708410
415	95502	708006
416	95718	707675
417	95932	707332
418	96207	707432
419	96554	708065
420	96806	707997
421	97019	707648
422	97239	707341
423	97476	707164
424	97717	707017
425	97927	706640
426	98130	706214
427	98326	705741
428	98512	705201
429	98700	704677
430	98895	704202
431	99087	703705
432	99285	703253
433	99491	702859
434	99683	702365
435	99874	701872
436	100063	701362
437	100257	700884
438	100472	700562
439	100696	700301
440	100881	699763
441	101084	699356
442	101289	698969
443	101511	698690
444	101727	698375
445	101942	698052
446	102153	697703
447	102360	697332
448	102555	696876
449	102776	696593
450	102969	696130
451	103168	695700
452	103408	695552
453	103645	695381
454	103927	695512
455	104138	695168
456	104364	694923
457	104616	694856
458	104971	695467
459	105272	695712
460	105511	695551
461	105734	695283
462	105977	695145
463	106229	695068
464	106499	695110
465	106726	694868
466	107063	695338
467	107352	695494
468	107591	695329
469	107850	695290
470	108122	695335
471	108450	695739
472	108726	695806
473	109030	696046
474	109455	697057
475	109832	697757
476	110134	697982
477	110380	697845
478	110697	698155
479	110930	697937
480	111149	697633
481	111382	697412
482	111810	698408
483	112091	698490
484	112383	698633
485	112644	698582
486	112864	698273
487	113118	698182
488	113404	698286
489	113658	698188
490	113945	698290
491	114270	698632
492	114556	698724
493	114866	698962
494	115110	698801
495	115332	698505
496	115645	698760
497	115954	698988
498	116202	698845
499	116453	698718
500	116687	698494
501	117092	699286
502	117726	701443
503	118083	701937
504	118549	703081
505	118964	703913
506	119296	704246
507	119559	704176
508	119970	704972
509	120319	705400
510	120681	705901
511	121020	706267
512	121369	706689
513	121892	708114
514	122904	712367
515	123517	714294
516	123925	715028
517	124338	715785
518	125042	718214
519	125460	718983
520	125853	719610
521	126129	719568
522	126448	719763
523	126759	719913
524	127151	720526
525	127405	720347
526	127701	720408
527	127947	720189
528	128231	720183
529	128494	720055
530	128747	719870
531	129001	719693
532	129235	719401
533	129481	719180
534	129700	718807
535	129918	718430
536	130163	718202
537	130421	718045
538	130633	717633
539	130880	717417
540	131123	717178
541	131363	716922
542	131603	716668
543	131842	716408
544	132059	716027
545	132319	715884
546	132544	715544
547	132785	715298
548	132993	714872
549	133227	714584
550	133515	714585
551	133784	714487
552	134009	714153
553	134217	713725
554	134444	713402
555	134685	713155
556	134910	712821
557	135146	712545
558	135373	712226
559	135593	711864
560	135853	711719
561	136096	711481
562	136311	711097
563	136558	710878
564	136789	710581
565	137006	710205
566	137234	709891
567	137472	709627
568	137701	709317
569	137921	708965
570	138134	708572
571	138367	708286
572	138591	707951
573	138803	707560
574	139051	707346
575	139305	707170
576	139535	706866
577	139749	706483
578	139966	706116
579	140193	705802
580	140406	705418
581	140635	705108
582	140878	704875
583	141086	704463
584	141310	704136
585	141527	703772
586	141740	703391
587	141964	703060
588	142213	702856
589	142410	702398
590	142639	702094
591	142882	701862
592	143136	701680
593	143379	701447
594	143648	701340
595	143901	701158
596	144185	701122
597	144447	700979
598	144692	700756
599	144921	700455
600	145176	700275
601	145409	699995
602	145654	699770
603	145931	699697
604	146168	699432
605	146396	699127
606	146677	699074
607	146923	698852
608	147149	698535
609	147403	698355
610	147631	698048
611	147859	697742
612	148083	697420
613	148334	697221
614	148580	697000
615	148831	696800
616	149065	696523
617	149316	696326
618	149709	696788
619	150033	696927
620	150338	696979
621	150784	697680
622	151191	698197
623	151513	698322
624	151771	698146
625	152014	697905
626	152255	697657
627	152482	697338
628	152723	697090
629	152943	696740
630	153165	696407
631	153481	696497
632	154053	697741
633	154320	697605
634	154767	698282
635	155117	698514
636	155385	698379
637	155647	698219
638	156031	698601
639	156348	698681
640	156674	698802
641	156913	698533
642	157168	698337
643	157434	698189
644	157697	698027
645	157974	697924
646	158370	698347
647	158685	698413
648	158959	698294
649	159179	697941
650	159413	697647
651	159666	697437
652	159888	697094
653	160180	697054
654	160422	696797
655	160678	696601
656	160920	696343
657	161150	696034
658	161450	696026
659	161754	696035
660	162002	695800
661	162237	695511
662	162440	695090
663	162677	694808
664	162934	694614
665	163150	694245
666	163377	693923
667	163598	693579
668	163829	693273
669	164070	693012
670	164407	693155
671	164692	693081
672	164961	692937
673	165174	692557
674	165425	692334
675	165660	692050
676	165902	691791
677	166135	691495
678	166323	691014
679	166516	690552
680	166732	690190
681	166961	689877
682	167162	689453
683	167366	689039
684	167568	688621
685	167808	688359
686	168007	687924
687	168207	687499
688	168442	687217
689	168667	686890
690	168903	686613
691	169130	686297
692	169346	685938
693	169538	685482
694	169737	685055
695	169954	684702
696	170148	684254
697	170377	683949
698	170589	683576
699	170837	683351
700	171057	683010
701	171257	682591
702	171459	682180
703	171670	681805
704	171881	681430
705	172114	681143
706	172307	680700
707	172517	680323
708	172729	679956
709	172955	679642
710	173169	679281
711	173378	678905
712	173630	678691
713	173849	678354
714	174105	678158
715	174317	677793
716	174535	677451
717	174748	677088
718	174993	676851
719	175214	676521
720	175421	676137
721	175636	675788
722	175877	675533
723	176141	675370
724	176382	675117
725	176595	674761
726	176796	674354
727	176999	673961
728	177192	673526
729	177412	673193
730	177613	672792
731	177851	672530
732	178072	672205
733	178289	671863
734	178496	671485
735	178741	671252
736	179033	671194
737	179496	671774
738	179775	671664
739	180115	671780
740	180437	671829
741	180709	671694
742	180935	671384
743	181145	671017
744	181360	670669
745	181597	670401
746	181826	670105
747	182030	669715
748	182254	669401
749	182520	669243
750	182769	669018
751	183017	668792
752	183265	668565
753	183509	668324
754	183744	668049
755	183969	667742
756	184185	667397
757	184453	667246
758	184677	666930
759	184968	666858
760	185205	666594
761	185433	666295
762	185643	665931
763	185857	665584
764	186085	665286
765	186300	664942
766	186535	664670
767	186817	664565
768	187067	664344
769	187298	664059
770	187606	664042
771	187856	663826
772	188093	663557
773	188343	663339
774	188562	663008
775	188775	662661
776	188977	662272
777	189205	661974
778	189404	661579
779	189604	661184
780	189807	660801
781	190013	660431
782	190225	660081
783	190545	660104
784	190782	659841
785	191055	659699
786	191286	659415
787	191496	659058
788	191719	658746
789	191927	658383
790	192156	658093
791	192437	657981
792	192671	657707
793	192896	657403
794	193104	657040
795	193316	656692
796	193532	656359
797	193769	656097
798	193984	655760
799	194189	655390
800	194405	655056
801	194652	654828
802	194898	654596
803	195110	654250
804	195322	653905
805	195556	653633
806	195758	653257
807	195993	652989
808	196215	652677
809	196428	652335
810	196644	652006
811	196868	651702
812	197078	651351
813	197277	650966
814	197502	650668
815	197708	650304
816	197928	649990
817	198149	649679
818	198350	649300
819	198545	648904
820	198748	648534
821	198954	648175
822	199156	647801
823	199362	647444
824	199572	647099
825	199781	646750
826	199996	646422
827	200201	646060
828	200404	645694
829	200618	645363
830	200828	645020
831	201044	644696
832	201248	644334
833	201459	643993
834	201661	643625
835	201857	643240
836	202072	642915
837	202295	642613
838	202492	642233
839	202713	641924
840	202972	641739
841	203190	641426
842	203401	641089
843	203605	640728
844	203841	640471
845	204063	640171
846	204276	639841
847	204487	639504
848	204714	639221
849	204963	639002
850	205221	638814
851	205471	638602
852	205698	638315
853	205925	638032
854	206203	637905
855	206492	637811
856	206781	637718
857	207024	637481
858	207277	637274
859	207527	637059
860	207739	636729
861	207933	636343
862	208191	636154
863	208414	635857
864	208633	635549
865	208844	635214
866	209076	634945
867	209371	634869
868	209610	634620
869	209840	634344
870	210061	634044
871	210293	633775
872	210520	633491
873	210766	633265
874	211046	633140
875	211281	632879
876	211499	632567
877	211764	632399
878	212027	632223
879	212260	631956
880	212487	631675
881	212698	631342
882	212899	630981
883	213120	630683
884	213346	630395
885	213577	630126
886	213780	629773
887	213969	629380
888	214185	629064
889	214394	628731
890	214614	628427
891	214841	628147
892	215049	627809
893	215294	627582
894	215542	627360
895	215774	627094
896	216019	626867
897	216249	626594
898	216460	626266
899	216694	626006
900	216924	625735
901	217163	625487
902	217380	625180
903	217604	624890
904	217844	624648
905	218073	624374
906	218307	624113
907	218523	623801
908	218765	623565
909	219004	623320
910	219214	622992
911	219441	622712
912	219662	622418
913	219882	622117
914	220106	621831
915	220300	621459
916	220520	621160
917	220744	620874
918	220948	620532
919	221163	620219
920	221411	619999
921	221728	619974
922	221952	619686
923	222201	619470
924	222408	619138
925	222628	618840
926	222829	618488
927	223042	618174
928	223243	617824
929	223444	617475
930	223654	617152
931	223857	616808
932	224114	616616
933	224345	616348
934	224569	616065
935	224780	615745
936	224976	615383
937	225206	615116
938	225425	614819
939	225643	614519
940	225868	614237
941	226067	613885
942	226284	613583
943	226502	613284
944	226715	612971
945	226942	612696
946	227164	612408
947	227383	612113
948	227614	611849
949	227832	611551
950	228068	611300
951	228298	611034
952	228548	610820
953	228779	610559
954	229002	610272
955	229215	609962
956	229469	609759
957	229723	609557
958	229980	609365
959	230186	609035
960	230401	608729
961	230617	608426
962	230840	608144
963	231059	607848
964	231274	607544
965	231491	607244
966	231705	606939
967	231928	606656
968	232132	606324
969	232369	606078
970	232578	605757
971	232792	605452
972	233011	605160
973	233232	604871
974	233441	604554
975	233678	604308
976	233896	604013
977	234114	603718
978	234326	603407
979	234536	603093
980	234762	602821
981	234992	602557
982	235190	602211
983	235391	601874
984	235616	601599
985	235830	601296
986	236049	601005
987	236267	600712
988	236508	600478
989	236721	600172
990	236934	599867
991	237147	599563
992	237349	599228
993	237559	598918
994	237761	598584
995	237972	598276
996	238185	597971
997	238388	597642
998	238611	597365
999	238824	597060
1000	239047	596783
1001	239264	596489
1002	239468	596164
1003	239690	595882
1004	239897	595566
1005	240214	595521
1006	240459	595297
1007	240696	595054
1008	240919	594778
1009	241164	594553
1010	241386	594273
1011	241596	593964
1012	241809	593661
1013	242018	593351
1014	242221	593024
1015	242432	592718
1016	242653	592436
1017	242861	592123
1018	243096	591876
1019	243307	591572
1020	243508	591242
1021	243703	590896
1022	243910	590581
1023	244115	590262
1024	244342	589996
1025	244539	589660
1026	244745	589342
1027	244960	589048
1028	245165	588730
1029	245370	588413
1030	245588	588125
1031	245799	587824
1032	245994	587481
1033	246195	587153
1034	246406	586852
1035	246613	586540
1036	246816	586218
1037	247038	585942
1038	247232	585601
1039	247442	585295
1040	247652	584991
1041	247861	584687
1042	248062	584361
1043	248269	584051
1044	248465	583714
1045	248663	583384
1046	248878	583094
1047	249076	582763
1048	249278	582441
1049	249488	582140
1050	249683	581803
1051	249892	581498
1052	250100	581192
1053	250292	580848
1054	250488	580516
1055	250719	580264
1056	250946	580002
1057	251135	579653
1058	251358	579382
1059	251573	579093
1060	251785	578798
1061	252006	578523
1062	252219	578230
1063	252416	577901
1064	252624	577597
1065	252841	577313
1066	253073	577063
1067	253275	576747
1068	253491	576461
1069	253693	576145
1070	253906	575853
1071	254117	575557
1072	254326	575256
1073	254534	574953
1074	254761	574693
1075	254957	574365
1076	255176	574087
1077	255369	573752
1078	255591	573481
1079	255808	573201
1080	256035	572942
1081	256261	572681
1082	256466	572371
1083	256664	572049
1084	256862	571725
1085	257083	571453
1086	257273	571115
1087	257478	570807
1088	257687	570508
1089	257890	570197
1090	258086	569872
1091	258291	569564
1092	258494	569255
1093	258694	568938
1094	258894	568623
1095	259092	568301
1096	259287	567974
1097	259494	567673
1098	259692	567353
1099	259899	567053
1100	260102	566744
1101	260315	566457
1102	260511	566133
1103	260720	565838
1104	260928	565540
1105	261145	565263
1106	261356	564974
1107	261575	564700
1108	261784	564406
1109	261997	564119
1110	262209	563832
1111	262421	563544
1112	262619	563228
1113	262823	562924
1114	263020	562604
1115	263225	562303
1116	263421	561981
1117	263629	561686
1118	263835	561386
1119	264031	561066
1120	264247	560789
1121	264446	560475
1122	264649	560169
1123	264857	559877
1124	265052	559555
1125	265262	559266
1126	265470	558971
1127	265679	558680
1128	265886	558385
1129	266095	558093
1130	266314	557824
1131	266534	557555
1132	266776	557334
1133	266990	557054
1134	267198	556761
1135	267410	556477
1136	267609	556166
1137	267797	555833
1138	268012	555555
1139	268228	555280
1140	268435	554986
1141	268642	554692
1142	268855	554411
1143	269060	554115
1144	269272	553831
1145	269475	553528
1146	269678	553229
1147	269892	552949
1148	270097	552654
1149	270311	552374
1150	270520	552087
1151	270733	551806
1152	270945	551526
1153	271159	551247
1154	271368	550959
1155	271564	550646
1156	271765	550342
1157	271988	550083
1158	272223	549849
1159	272446	549590
1160	272655	549303
1161	272868	549024
1162	273068	548720
1163	273277	548433
1164	273481	548136
1165	273695	547861
1166	273895	547556
1167	274116	547294
1168	274344	547045
1169	274567	546789
1170	274804	546559
1171	275009	546265
1172	275214	545971
1173	275434	545707
1174	275655	545446
1175	275860	545153
1176	276074	544877
1177	276291	544608
1178	276496	544316
1179	276707	544035
1180	276914	543745
1181	277119	543453
1182	277341	543195
1183	277595	542999
1184	277798	542703
1185	278006	542416
1186	278220	542144
1187	278447	541894
1188	278669	541636
1189	278898	541391
1190	279157	541203
1191	279377	540942
1192	279589	540663
1193	279820	540424
1194	280025	540133
1195	280240	539860
1196	280467	539612
1197	280678	539334
1198	280910	539095
1199	281129	538832
1200	281330	538533
1201	281534	538241
1202	281758	537987
1203	281983	537736
1204	282197	537462
1205	282431	537228
1206	282649	536963
1207	282884	536730
1208	283084	536431
1209	283291	536147
1210	283488	535843
1211	283696	535558
1212	283904	535276
1213	284119	535005
1214	284332	534732
1215	284547	534463
1216	284758	534186
1217	284970	533909
1218	285177	533625
1219	285407	533383
1220	285636	533142
1221	285864	532895
1222	286090	532647
1223	286314	532395
1224	286528	532123
1225	286754	531875
1226	286987	531639
1227	287199	531366
1228	287419	531106
1229	287625	530821
1230	287857	530583
1231	288092	530352
1232	288345	530153
1233	288562	529888
1234	288769	529606
1235	289003	529371
1236	289223	529113
1237	289451	528868
1238	289675	528617
1239	289891	528350
1240	290115	528098
1241	290346	527861
1242	290574	527616
1243	290791	527351
1244	291004	527080
1245	291207	526791
1246	291441	526557
1247	291691	526353
1248	291904	526081
1249	292115	525808
1250	292342	525562
1251	292568	525315
1252	292792	525063
1253	293001	524785
1254	293215	524517
1255	293424	524240
1256	293634	523963
1257	293834	523670
1258	294057	523418
1259	294275	523156
1260	294489	522887
1261	294727	522662
1262	294936	522386
1263	295165	522144
1264	295377	521872
1265	295594	521609
1266	295797	521321
1267	296008	521049
1268	296217	520772
1269	296438	520517
1270	296647	520241
1271	296873	519994
1272	297077	519710
1273	297281	519425
1274	297503	519172
1275	297720	518910
1276	297935	518646
1277	298139	518361
1278	298350	518090
1279	298548	517794
1280	298780	517559
1281	299032	517358
1282	299246	517091
1283	299449	516806
1284	299673	516558
1285	299877	516273
1286	300099	516022
1287	300320	515768
1288	300523	515482
1289	300748	515236
1290	300968	514979
1291	301186	514720
1292	301388	514435
1293	301607	514177
1294	301825	513919
1295	302046	513666
1296	302255	513391
1297	302478	513142
1298	302699	512887
1299	302904	512607
1300	303125	512354
1301	303336	512083
1302	303538	511799
1303	303754	511537
1304	303968	511273
1305	304204	511044
1306	304398	510746
1307	304603	510467
1308	304805	510182
1309	305005	509895
1310	305225	509640
1311	305429	509358
1312	305649	509105
1313	305857	508830
1314	306063	508553
1315	306265	508269
1316	306477	508002
1317	306703	507759
1318	306931	507518
1319	307135	507238
1320	307340	506960
1321	307552	506693
1322	307763	506425
1323	307975	506158
1324	308196	505908
1325	308414	505650
1326	308620	505375
1327	308837	505116
1328	309049	504850
1329	309266	504592
1330	309498	504359
1331	309739	504140
1332	309955	503881
1333	310160	503603
1334	310378	503348
1335	310592	503086
1336	310817	502840
1337	311031	502579
1338	311229	502289
1339	311431	502008
1340	311638	501735
1341	311856	501480
1342	312070	501218
1343	312281	500951
1344	312489	500680
1345	312714	500435
1346	312946	500203
1347	313148	499923
1348	313349	499640
1349	313559	499372
1350	313787	499133
1351	313994	498860
1352	314219	498617
1353	314423	498340
1354	314631	498070
1355	314872	497851
1356	315091	497598
1357	315310	497345
1358	315517	497073
1359	315739	496825
1360	315970	496591
1361	316182	496327
1362	316412	496091
1363	316623	495826
1364	316847	495582
1365	317068	495332
1366	317279	495067
1367	317484	494792
1368	317691	494522
1369	317898	494251
1370	318111	493988
1371	318300	493691
1372	318522	493443
1373	318738	493185
1374	318948	492920
1375	319158	492653
1376	319376	492400
1377	319577	492121
1378	319794	491866
1379	320021	491627
1380	320253	491395
1381	320486	491164
1382	320723	490941
1383	320947	490697
1384	321160	490436
1385	321390	490202
1386	321618	489964
1387	321820	489685
1388	322032	489424
1389	322239	489155
1390	322465	488914
1391	322675	488649
1392	322900	488407
1393	323113	488146
1394	323310	487862
1395	323537	487623
1396	323743	487352
1397	323960	487100
1398	324170	486834
1399	324368	486553
1400	324580	486292
1401	324799	486040
1402	325005	485770
1403	325209	485497
1404	325447	485275
1405	325664	485021
1406	325868	484749
1407	326100	484518
1408	326316	484263
1409	326530	484005
1410	326754	483763
1411	326973	483512
1412	327184	483250
1413	327384	482972
1414	327585	482696
1415	327806	482450
1416	328016	482186
1417	328212	481902
1418	328422	481640
1419	328624	481365
1420	328837	481106
1421	329038	480831
1422	329248	480569
1423	329444	480285
1424	329658	480029
1425	329882	479787
1426	330099	479535
1427	330309	479272
1428	330510	478997
1429	330738	478761
1430	330946	478496
1431	331155	478232
1432	331355	477956
1433	331561	477689
1434	331766	477419
1435	331992	477181
1436	332223	476950
1437	332429	476682
1438	332639	476420
1439	332862	476178
1440	333092	475945
1441	333307	475690
1442	333523	475437
1443	333730	475173
1444	333935	474904
1445	334151	474652
1446	334376	474411
1447	334603	474176
1448	334823	473928
1449	335038	473674
1450	335252	473420
1451	335466	473164
1452	335689	472922
1453	335922	472694
1454	336165	472479
1455	336390	472241
1456	336609	471992
1457	336818	471731
1458	337035	471480
1459	337252	471229
1460	337456	470961
1461	337662	470695
1462	337873	470435
1463	338091	470187
1464	338313	469944
1465	338530	469694
1466	338746	469441
1467	338960	469187
1468	339171	468929
1469	339373	468658
1470	339583	468399
1471	339795	468141
1472	340016	467898
1473	340231	467644
1474	340450	467397
1475	340655	467132
1476	340882	466895
1477	341110	466661
1478	341320	466402
1479	341557	466179
1480	341776	465933
1481	341997	465688
1482	342203	465424
1483	342414	465166
1484	342628	464913
1485	342833	464648
1486	343036	464378
1487	343249	464125
1488	343455	463861
1489	343654	463587
1490	343850	463309
1491	344067	463061
1492	344298	462831
1493	344514	462581
1494	344726	462325
1495	344955	462092
1496	345167	461836
1497	345385	461590
1498	345580	461311
1499	345803	461070
1500	346011	460810
1501	346217	460547
1502	346429	460292
1503	346652	460052
1504	346892	459834
1505	347110	459587
1506	347344	459361
1507	347621	459191
1508	347906	459034
1509	348185	458866
1510	348460	458694
1511	348693	458467
1512	348934	458250
1513	349180	458040
1514	349401	457796
1515	349620	457550
1516	349844	457311
1517	350078	457085
1518	350336	456890
1519	350567	456660
1520	350815	456452
1521	351059	456239
1522	351310	456034
1523	351542	455805
1524	351775	455578
1525	352073	455435
1526	352324	455230
1527	352565	455013
1528	352810	454799
1529	353027	454552
1530	353275	454343
1531	353513	454121
1532	353775	453931
1533	354003	453696
1534	354222	453451
1535	354443	453207
1536	354674	452977
1537	354893	452731
1538	355116	452490
1539	355343	452255
1540	355565	452013
1541	355782	451765
1542	355995	451512
1543	356213	451264
1544	356444	451034
1545	356657	450781
1546	356890	450553
1547	357100	450297
1548	357360	450103
1549	357589	449870
1550	357802	449617
1551	358027	449379
1552	358239	449125
1553	358470	448895
1554	358699	448663
1555	358915	448413
1556	359148	448186
1557	359369	447943
1558	359601	447714
1559	359847	447503
1560	360073	447266
1561	360300	447030
1562	360509	446773
1563	360746	446551
1564	360987	446332
1565	361207	446089
1566	361422	445839
1567	361660	445617
1568	361898	445395
1569	362112	445144
1570	362330	444898
1571	362562	444669
1572	362818	444470
1573	363059	444251
1574	363280	444009
1575	363499	443764
1576	363730	443534
1577	363955	443297
1578	364191	443072
1579	364415	442834
1580	364639	442595
1581	364864	442357
1582	365099	442132
1583	365315	441884
1584	365513	441613
1585	365933	441611
1586	366258	441495
1587	366506	441284
1588	366843	441182
1589	367094	440975
1590	367341	440763
1591	367676	440657
1592	367923	440445
1593	368200	440269
1594	368438	440047
1595	368664	439810
1596	368889	439571
1597	369118	439338
1598	369360	439120
1599	369583	438880
1600	369812	438647
1601	370060	438435
1602	370297	438211
1603	370511	437960
1604	370727	437713
1605	370949	437471
1606	371166	437223
1607	371376	436967
1608	371581	436706
1609	371805	436466
1610	372006	436201
1611	372223	435953
1612	372439	435705
1613	372648	435448
1614	372870	435207
1615	373066	434936
1616	373306	434716
1617	373551	434501
1618	373779	434267
1619	373983	434005
1620	374187	433743
1621	374403	433495
1622	374615	433243
1623	374839	433003
1624	375052	432753
1625	375270	432507
1626	375494	432269
1627	375718	432030
1628	375940	431789
1629	376171	431558
1630	376383	431306
1631	376614	431075
1632	376847	430847
1633	377061	430598
1634	377275	430348
1635	377497	430106
1636	377718	429865
1637	377925	429607
1638	378149	429368
1639	378376	429133
1640	378599	428895
1641	378842	428677
1642	379067	428441
1643	379274	428183
1644	379491	427936
1645	379709	427692
1646	379924	427443
1647	380156	427215
1648	380368	426963
1649	380597	426730
1650	380816	426487
1651	381031	426238
1652	381245	425989
1653	381477	425759
1654	381699	425519
1655	381894	425249
1656	382124	425018
1657	382336	424766
1658	382561	424529
1659	382776	424281
1660	382987	424030
1661	383208	423789
1662	383432	423551
1663	383644	423300
1664	383868	423061
1665	384110	422844
1666	384336	422609
1667	384561	422371
1668	384770	422117
1669	384983	421868
1670	385208	421631
1671	385420	421380
1672	385645	421144
1673	385853	420889
1674	386069	420643
1675	386295	420407
1676	386499	420148
1677	386706	419892
1678	386915	419638
1679	387127	419388
1680	387345	419144
1681	387548	418883
1682	387775	418649
1683	387976	418387
1684	388183	418132
1685	388420	417909
1686	388639	417666
1687	388852	417417
1688	389078	417182
1689	389316	416959
1690	389537	416720
1691	389763	416485
1692	389973	416232
1693	390180	415977
1694	390395	415730
1695	390622	415496
1696	390833	415245
1697	391064	415016
1698	391278	414769
1699	391504	414534
1700	391719	414288
1701	391923	414030
1702	392146	413791
1703	392349	413533
1704	392567	413289
1705	392804	413066
1706	393012	412812
1707	393239	412579
1708	393445	412323
1709	393664	412081
1710	393879	411835
1711	394096	411591
1712	394304	411337
1713	394511	411083
1714	394754	410866
1715	394962	410613
1716	395167	410357
1717	395378	410107
1718	395583	409851
1719	395807	409614
1720	396041	409389
1721	396252	409138
1722	396477	408903
1723	396696	408661
1724	396903	408408
1725	397131	408175
1726	397342	407926
1727	397555	407678
1728	397782	407445
1729	397982	407184
1730	398214	406956
1731	398434	406716
1732	398665	406487
1733	398881	406243
1734	399095	405996
1735	399296	405736
1736	399508	405488
1737	399727	405246
1738	399942	405002
1739	400176	404776
1740	400375	404514
1741	400589	404269
1742	400807	404026
1743	401025	403785
1744	401251	403551
1745	401468	403308
1746	401699	403078
1747	401904	402823
1748	402131	402591
1749	402340	402340
1750	402559	402099
1751	402759	401839
1752	402973	401594
1753	403192	401353
1754	403425	401126
1755	403641	400883
1756	403842	400624
1757	404043	400366
1758	404243	400106
1759	404449	399853
1760	404687	399632
1761	404908	399393
1762	405111	399136
1763	405348	398914
1764	405576	398682
1765	405772	398419
1766	405982	398170
1767	406197	397926
1768	406418	397688
