iter	MAE
352	0.1366838127
353	0.1366467097
354	0.1366058895
355	0.1365503
356	0.1364911288
357	0.136453221
358	0.136402725
359	0.1363673093
360	0.1362919891
361	0.1362406265
362	0.1361855198
363	0.1361431846
364	0.1360826977
365	0.136032633
366	0.1359896624
367	0.1359503808
368	0.1359104264
369	0.1358193432
370	0.1357511117
371	0.1357248841
372	0.1356896819
373	0.1356568623
374	0.1356305463
375	0.1355795682
376	0.1354812077
377	0.1354263321
378	0.1353880335
379	0.1353313741
380	0.1352515578
381	0.1351907288
382	0.1351096615
383	0.1350718569
384	0.1350326114
385	0.1349974771
386	0.1349422241
387	0.1348620033
388	0.1347760728
389	0.1347356199
390	0.1346989729
391	0.1346486889
392	0.1346073027
393	0.1345669751
394	0.1345335361
395	0.1345039292
396	0.1344794359
397	0.1344472407
398	0.1343454418
399	0.1342940728
400	0.1342472301
401	0.1342242498
402	0.134182732
403	0.1341512056
404	0.134117788
405	0.1340715067
406	0.1340085736
407	0.1339719639
408	0.1339346679
409	0.133893847
410	0.133849291
411	0.1338008764
412	0.1337610312
413	0.1337257413
414	0.1336871067
415	0.1336548683
416	0.1336107362
417	0.1335688687
418	0.1335375335
419	0.1334619122
420	0.1334218139
421	0.1333706109
422	0.1333127084
423	0.1332708715
424	0.1332448103
425	0.1332157078
426	0.1331812764
427	0.1331557465
428	0.133108841
429	0.1330777654
430	0.1330211883
431	0.1330029654
432	0.1329659039
433	0.1329021825
434	0.1328697307
435	0.1328441198
436	0.1328215026
437	0.1327883586
438	0.1327281839
439	0.1326814685
440	0.1326505311
441	0.1326129504
442	0.1325722062
443	0.1325240346
444	0.1324901139
445	0.1324588378
446	0.1324233184
447	0.1323869267
448	0.1323601378
449	0.13231989
450	0.1322875081
451	0.1322555353
452	0.1322077305
453	0.1321527929
454	0.132102854
455	0.1320705007
456	0.1320116206
457	0.1319883449
458	0.1319438765
459	0.1319114136
460	0.1318783956
461	0.1318429684
462	0.1318189702
463	0.1317985383
464	0.1317318167
465	0.131684437
466	0.1316530549
467	0.1315722875
468	0.1315465245
469	0.1314715059
470	0.1314324612
471	0.1314060978
472	0.1313627468
473	0.1312872406
474	0.1312444735
475	0.131199964
476	0.1311653569
477	0.1311336448
478	0.131078607
479	0.131048914
480	0.1310186746
481	0.1309961787
482	0.1308993864
483	0.1308692501
484	0.1308421955
485	0.1307598122
486	0.1307251624
487	0.1306956653
488	0.1306168605
489	0.1305922355
490	0.1305673943
491	0.1305526381
492	0.1305247707
493	0.1304127798
494	0.1303864367
495	0.1303578569
496	0.1303262391
497	0.1302936176
498	0.1302668409
499	0.1302194299
500	0.1301987796
501	0.1301540641
502	0.1301210873
503	0.1300785772
504	0.1300377104
505	0.1300157919
506	0.1299638204
507	0.129942398
508	0.1299173921
509	0.1298849816
510	0.1298332597
511	0.1297906236
512	0.1297692072
513	0.1297106344
514	0.1296752632
515	0.1296370406
516	0.1296006614
517	0.1295774706
518	0.1295529077
519	0.1295351835
520	0.1294794329
521	0.1294433126
522	0.1294176126
523	0.1293887822
524	0.1293318643
525	0.1292982016
526	0.1292749591
527	0.1292402724
528	0.1292157809
529	0.1291473058
530	0.1291127528
531	0.1290581883
532	0.1290345258
533	0.1290018591
534	0.1289766798
535	0.128956808
536	0.1288973466
537	0.1288750344
538	0.1288423144
539	0.1288262892
540	0.1287866153
541	0.1287634238
542	0.1287296989
543	0.1287018832
544	0.1286711594
545	0.1286395038
546	0.1286004137
547	0.1285815667
548	0.1285542602
549	0.1285315079
550	0.1284952879
551	0.1284620261
552	0.1284366275
553	0.1283986034
554	0.1283614454
555	0.128338182
556	0.1283055739
557	0.1282720872
558	0.1282194033
559	0.1281611341
560	0.1281389388
561	0.1280027229
562	0.1279681572
563	0.1278845668
564	0.1277771397
565	0.1277402531
566	0.1276778716
567	0.1276235354
568	0.1275985033
569	0.1275381983
570	0.127519272
571	0.127471783
572	0.1274470062
573	0.1274099832
574	0.1273781754
575	0.1273388359
576	0.127300397
577	0.1272358436
578	0.1271910415
579	0.1271692127
580	0.127139564
581	0.1271119353
582	0.1270572454
583	0.1270375654
584	0.1270006455
585	0.1269484282
586	0.1269003802
587	0.1268743125
588	0.1268050144
589	0.1267755046
590	0.1267411333
591	0.126707156
592	0.1266446754
593	0.1266196055
594	0.1265818674
595	0.1265531345
596	0.1264658078
597	0.1264510507
598	0.1264232825
599	0.1262942451
600	0.1262449246
601	0.1262277693
602	0.1262048774
603	0.1261401106
604	0.1260945871
605	0.1260657593
606	0.1260370309
607	0.1260143012
608	0.1259905231
609	0.1259569152
610	0.1259255924
611	0.1259002482
612	0.1258787777
613	0.1258092418
614	0.1257567775
615	0.1256563712
616	0.125629995
617	0.1255976659
618	0.1255047184
619	0.1254901872
620	0.1254673853
621	0.1254347437
622	0.1254097254
623	0.1253869666
624	0.1253699599
625	0.1253459366
626	0.1253162755
627	0.1253044273
628	0.1252454112
629	0.1252163162
630	0.1251973409
631	0.1251506108
632	0.1250644294
633	0.1250454215
634	0.1250144757
635	0.1249958822
636	0.1249513515
637	0.1249142617
638	0.1248654855
639	0.1248303608
640	0.1248058206
641	0.1247743375
642	0.1247387397
643	0.124702933
644	0.1246813626
645	0.1246617591
646	0.1246386885
647	0.1246150738
648	0.1245904156
649	0.1245694562
650	0.1245426163
651	0.1244889264
652	0.1244624208
653	0.1244408708
654	0.1244180169
655	0.1243984164
656	0.124371
657	0.1243520882
658	0.1243386328
659	0.1243176123
660	0.1242592983
661	0.124242513
662	0.1242188575
663	0.1241756488
664	0.1241517959
665	0.1241286419
666	0.1241100573
667	0.124074976
668	0.1240584562
669	0.1240285303
670	0.1240049125
671	0.1239832545
672	0.1239395407
673	0.1238929595
674	0.1238671835
675	0.1238399019
676	0.1237974993
677	0.1237678739
678	0.1237551186
679	0.1237331188
680	0.1237009881
681	0.1236772907
682	0.1236563395
683	0.1236301527
684	0.1236140705
685	0.1235711075
686	0.1235427029
687	0.1235262856
688	0.123419509
689	0.1234016152
690	0.123378042
691	0.1233447284
692	0.1233057188
693	0.1232877935
694	0.1232612142
695	0.1232325162
696	0.123218005
697	0.1231720807
698	0.1231462944
699	0.1231084403
700	0.123084682
701	0.1230725222
702	0.1230541189
703	0.1230160907
704	0.122990228
705	0.1229505353
706	0.1229281977
707	0.1228897627
708	0.1228616849
709	0.122798016
710	0.1227814246
711	0.122767133
712	0.1227440382
713	0.1227161456
714	0.1226885529
715	0.1226739162
716	0.1226480543
717	0.122621434
718	0.1225898118
719	0.1225603057
720	0.1225418108
721	0.1225095061
722	0.1224905283
723	0.1224688182
724	0.1224413724
725	0.1224124474
726	0.1223889632
727	0.1223602894
728	0.1223388774
729	0.1223052545
730	0.1222789373
731	0.1222515187
732	0.1222305649
733	0.1222129971
734	0.1221946752
735	0.1221799673
736	0.1221390138
737	0.1221101461
738	0.122081982
739	0.1220546161
740	0.1220302127
741	0.122007447
742	0.121969071
743	0.121929084
744	0.1219067337
745	0.1218752572
746	0.1218501497
747	0.121828441
748	0.1218087875
749	0.1217622343
750	0.1217370543
751	0.1217176012
752	0.1216914307
753	0.1216767576
754	0.1216528384
755	0.1216338569
756	0.1216191953
757	0.1216009665
758	0.1215762595
759	0.121558522
760	0.1215425265
761	0.1215173408
762	0.1215006781
763	0.1214887165
764	0.1214399459
765	0.1214218339
766	0.1213970048
767	0.1213721997
768	0.1213361314
769	0.121247607
770	0.1212258756
771	0.1212091407
772	0.121184351
773	0.1211645878
774	0.1211522449
775	0.1211324895
776	0.1211129641
777	0.121094417
778	0.1210793773
779	0.1210558534
780	0.1210380386
781	0.1210172503
782	0.1210036608
783	0.1209399245
784	0.1209049395
785	0.1208818962
786	0.1208588397
787	0.1208390789
788	0.1208161738
789	0.1207904651
790	0.1207563648
791	0.1207212101
792	0.1206681309
793	0.1206134541
794	0.1205977745
795	0.1205808581
796	0.1205632087
797	0.1205044546
798	0.1204609699
799	0.1204384215
800	0.1204200544
801	0.1204006806
802	0.1203829484
803	0.1203628984
804	0.1203461169
805	0.1203011872
806	0.1202880001
807	0.1202508136
808	0.1202290756
809	0.1202082598
810	0.1201946678
811	0.1201681709
812	0.1201541414
813	0.1201395331
814	0.1201208818
815	0.1200937607
816	0.1200707604
817	0.1200518827
818	0.1200337703
819	0.1200103575
820	0.1199931972
821	0.1199771268
822	0.1199542643
823	0.1199348479
824	0.1199122427
825	0.1198954844
826	0.1198542742
827	0.1198339401
828	0.1198204447
829	0.1198065451
830	0.1197825498
831	0.1197638697
832	0.1197473909
833	0.1197232501
834	0.1197000494
835	0.1196854085
836	0.1196701723
837	0.1196499003
838	0.1196273684
839	0.1196112172
840	0.1195948548
841	0.1195770974
842	0.1195627606
843	0.1195461286
844	0.1195299812
845	0.119512905
846	0.119497507
847	0.1194867793
848	0.1194650521
849	0.1194493676
850	0.1194050065
851	0.119385832
852	0.1193780381
853	0.1193642192
854	0.1193410631
855	0.1193283301
856	0.1193126224
857	0.1192926902
858	0.1192624104
859	0.1192484044
860	0.1192291952
861	0.1192158437
862	0.119191843
863	0.1191784492
864	0.1191641341
865	0.1191501325
866	0.1191341124
867	0.1191158399
868	0.1190799672
869	0.1190658053
870	0.1190373287
871	0.1190039459
872	0.1189759083
873	0.11896363
874	0.1189457079
875	0.1189260252
876	0.11890171
877	0.1188860982
878	0.1188690913
879	0.1188551973
880	0.118842011
881	0.1188262775
882	0.1188102745
883	0.1187792204
884	0.1187550694
885	0.1187239216
886	0.1186983619
887	0.118687163
888	0.1186633726
889	0.1186458949
890	0.1186165869
891	0.1185948594
892	0.118574694
893	0.1185497442
894	0.1185285242
895	0.1185057345
896	0.1184869529
897	0.1184554701
898	0.1184340466
899	0.1183832263
900	0.1183691965
901	0.1183542529
902	0.1183389702
903	0.1183255845
904	0.1183120516
905	0.1182940598
906	0.1182766735
907	0.118261588
908	0.1182353974
909	0.1181935503
910	0.1181776301
911	0.1181590242
912	0.1180974596
913	0.1180846824
914	0.1180605933
915	0.118052254
916	0.1180192388
917	0.1180004605
918	0.1179889407
919	0.1179681683
920	0.1179500274
921	0.1179398552
922	0.1178962522
923	0.1178653566
924	0.117852832
925	0.1178373136
926	0.1178282292
927	0.117803829
928	0.117790623
929	0.1177725671
930	0.1177389763
931	0.1177261729
932	0.1176895091
933	0.1176754936
934	0.1176566524
935	0.1176430799
936	0.1176248047
937	0.1176006237
938	0.1175868639
939	0.1175710572
940	0.1175466459
941	0.1175344445
942	0.1175079531
943	0.1174850022
944	0.1174722333
945	0.1174487513
946	0.1174170386
947	0.1173942778
948	0.1173733879
949	0.1173553069
950	0.1173395375
951	0.1173213854
952	0.1173029649
953	0.1172923966
954	0.1172817603
955	0.1172662317
956	0.1172458736
957	0.1172287291
958	0.1172040141
959	0.1171936664
960	0.1171800928
961	0.1171648349
962	0.117149336
963	0.1171370607
964	0.1171266626
965	0.1171118267
966	0.1171009325
967	0.1170763843
968	0.1170639055
969	0.117050392
970	0.1170355949
971	0.1170207345
972	0.1169883935
973	0.1169580989
974	0.1169430154
975	0.1169187619
976	0.1168993088
977	0.1168896665
978	0.1168783034
979	0.1168645439
980	0.1168456741
981	0.1168171023
982	0.1168066402
983	0.1167972517
984	0.1167803376
985	0.1167644768
986	0.1167359037
987	0.1167202376
988	0.1167036375
989	0.116683095
990	0.1166683821
991	0.116648283
992	0.1166382098
993	0.1166123951
994	0.1166002552
995	0.1165797713
996	0.1165493982
997	0.1165278383
998	0.1164988378
999	0.1164831953
1000	0.1164590654
1001	0.1164466652
1002	0.1164287807
1003	0.1163863972
1004	0.1163722584
1005	0.1163536354
1006	0.1163385814
1007	0.1163293319
1008	0.1163168142
1009	0.1163067349
1010	0.1162959379
1011	0.1162823272
1012	0.1162735131
1013	0.1162498149
1014	0.1162350088
1015	0.1162211654
1016	0.1161897905
1017	0.1161776652
1018	0.1161524609
1019	0.1161262096
1020	0.1161100296
1021	0.1160974976
1022	0.1160865967
1023	0.1160789675
1024	0.1160458419
1025	0.1160240999
1026	0.1160161099
1027	0.1159937904
1028	0.1159484807
1029	0.1159354931
1030	0.115918905
1031	0.1158759927
1032	0.1158663039
1033	0.1158535209
1034	0.1158290969
1035	0.1158116007
1036	0.1157989192
1037	0.1157863226
1038	0.1157784889
1039	0.1157453467
1040	0.115724055
1041	0.1157105368
1042	0.1156947702
1043	0.1156466631
1044	0.1156351691
1045	0.1156196472
1046	0.1155904226
1047	0.1155793509
1048	0.1155703711
1049	0.115541604
1050	0.115528934
1051	0.1155146004
1052	0.1154968405
1053	0.1154858894
1054	0.1154702617
1055	0.1154352185
1056	0.1154118807
1057	0.1154025197
1058	0.1153579733
1059	0.1153391888
1060	0.1153103201
1061	0.115294644
1062	0.1152719589
1063	0.1152597496
1064	0.1152385857
1065	0.1152050251
1066	0.1151574935
1067	0.1151483453
1068	0.1151088963
1069	0.115099598
1070	0.1150728809
1071	0.1150456215
1072	0.1150091174
1073	0.1149993052
1074	0.1149669043
1075	0.1149469684
1076	0.1149159897
1077	0.1148995737
1078	0.1148604393
1079	0.1148510758
1080	0.1148262441
1081	0.1147865501
1082	0.1147714806
1083	0.1147592752
1084	0.1147453562
1085	0.1147185664
1086	0.1147040364
1087	0.1146897978
1088	0.1146760253
1089	0.114664872
1090	0.1146527528
1091	0.1146355087
1092	0.1146239115
1093	0.1146128306
1094	0.1146018787
1095	0.1145867009
1096	0.1145739179
1097	0.1145558735
1098	0.1145434387
1099	0.1145245663
1100	0.1145065019
1101	0.1144882369
1102	0.1144763227
1103	0.1144417507
1104	0.1144307957
1105	0.1144091996
1106	0.1143956034
1107	0.114385685
1108	0.1143734215
1109	0.1143548246
1110	0.1143417427
1111	0.1143242397
1112	0.11430922
1113	0.1142957235
1114	0.1142825711
1115	0.1142602128
1116	0.1142459284
1117	0.1142258469
1118	0.1142165006
1119	0.1141959611
1120	0.1141749209
1121	0.1141612935
1122	0.1141389385
1123	0.1141173052
1124	0.1141073192
1125	0.1140877952
1126	0.1140757953
1127	0.1140609039
1128	0.1140493415
1129	0.1140226888
1130	0.1140046409
1131	0.1139896893
1132	0.1139746264
1133	0.1139570296
1134	0.1139444102
1135	0.1139275138
1136	0.1139170991
1137	0.1139066754
1138	0.1138900047
1139	0.1138373182
1140	0.1138085861
1141	0.1137884019
1142	0.1137724096
1143	0.1137589864
1144	0.1137489477
1145	0.1137382583
1146	0.1137240757
1147	0.1137075124
1148	0.1136988027
1149	0.113684835
1150	0.1136709964
1151	0.1136370909
1152	0.1136217191
1153	0.1136093002
1154	0.1135937964
1155	0.1135863629
1156	0.1135722838
1157	0.1135578012
1158	0.1135458523
1159	0.1135279196
1160	0.1135173301
1161	0.1134996252
1162	0.1134907318
1163	0.1134712506
1164	0.1134627222
1165	0.1134401758
1166	0.1134283434
1167	0.113411816
1168	0.113399015
1169	0.1133860732
1170	0.1133628049
1171	0.113348941
1172	0.1133344161
1173	0.1133247139
1174	0.1132797814
1175	0.1132675093
1176	0.1132509929
1177	0.113228092
1178	0.1132119104
1179	0.1132036864
1180	0.1131913763
1181	0.1131768528
1182	0.1131673699
1183	0.1131560534
1184	0.1131309401
1185	0.1131206453
1186	0.1130955013
1187	0.1130689837
1188	0.113044368
1189	0.1130217739
1190	0.1130112166
1191	0.1129925315
1192	0.1129843858
1193	0.112969574
1194	0.1129633537
1195	0.1129497695
1196	0.1129336808
1197	0.1129169264
1198	0.1128822455
1199	0.112861453
1200	0.1128479685
1201	0.1128300686
1202	0.1128153552
1203	0.1128064144
1204	0.112796756
1205	0.1127817716
1206	0.1127733216
1207	0.1127604184
1208	0.112740717
1209	0.112734657
1210	0.1127250174
1211	0.1127085748
1212	0.1127002904
1213	0.1126931553
1214	0.1126808309
1215	0.1126653711
1216	0.1126537208
1217	0.1126458766
1218	0.1126350922
1219	0.1126268439
1220	0.1125942179
1221	0.112576426
1222	0.1125633812
1223	0.112550888
1224	0.112537638
1225	0.1125223985
1226	0.1125146759
1227	0.1125076984
1228	0.112495116
1229	0.1124783072
1230	0.1124557514
1231	0.1124502573
1232	0.1124359555
1233	0.112406025
1234	0.1123977486
1235	0.1123759593
1236	0.1123557339
1237	0.112345673
1238	0.1123348112
1239	0.1123163988
1240	0.1123045098
1241	0.1122858142
1242	0.1122750779
1243	0.1122589628
1244	0.1122472908
1245	0.1122391112
1246	0.1122217421
1247	0.1122093525
1248	0.1121959883
1249	0.1121829778
1250	0.1121747092
1251	0.1121665218
1252	0.1121439439
1253	0.1121375202
1254	0.1121176672
1255	0.1121069192
1256	0.1120994658
1257	0.1120858761
1258	0.1120704367
1259	0.1120541805
1260	0.112040957
1261	0.112010305
1262	0.1119996813
1263	0.1119852498
1264	0.1119657725
1265	0.111948977
1266	0.1119389327
1267	0.1119265725
1268	0.1119108042
1269	0.1118493516
1270	0.1118405757
1271	0.1118224221
1272	0.11180606
1273	0.1117955539
1274	0.1117838882
1275	0.1117303457
1276	0.1117220802
1277	0.1117069715
1278	0.1116932257
1279	0.1116848937
1280	0.1116709254
1281	0.1116310257
1282	0.1116200736
1283	0.111610082
1284	0.1115898637
1285	0.1115727799
1286	0.1115532072
1287	0.1115344305
1288	0.1115207313
1289	0.1115009774
1290	0.111486645
1291	0.1114792423
1292	0.1114678795
1293	0.1114536863
1294	0.1114427039
1295	0.1114384024
1296	0.111425808
1297	0.1114112667
1298	0.1113982571
1299	0.1113879222
1300	0.1113783244
1301	0.1113620369
1302	0.1113534717
1303	0.1113341182
1304	0.111322533
1305	0.1113098987
1306	0.1112956722
1307	0.1112849552
1308	0.1112763635
1309	0.1112668196
1310	0.1112563442
1311	0.1112418144
1312	0.1112324041
1313	0.1112159159
1314	0.1112070082
1315	0.1111984017
1316	0.1111855359
1317	0.111126707
1318	0.1110880477
1319	0.1110779839
1320	0.1110628864
1321	0.1110502948
1322	0.1110393672
1323	0.1110294886
1324	0.1110118658
1325	0.111001999
1326	0.1109879064
1327	0.1109767369
1328	0.1109549722
1329	0.1109427547
1330	0.1109356088
1331	0.1109181995
1332	0.1109061345
1333	0.1108920318
1334	0.1108713228
1335	0.1108535702
1336	0.1108384741
1337	0.1107957858
1338	0.1107888642
1339	0.1107808747
1340	0.1107669884
1341	0.1107493584
1342	0.1107300213
1343	0.1107200665
1344	0.1107132429
1345	0.1106934287
1346	0.1106778574
1347	0.1106648403
1348	0.1106584165
1349	0.1106525842
1350	0.1106426666
1351	0.1106321382
1352	0.110617985
1353	0.1106066432
1354	0.1105877029
1355	0.1105812268
1356	0.1105703955
1357	0.1105570203
1358	0.1105452965
1359	0.1105258343
1360	0.1104999628
1361	0.1104811021
1362	0.1104693418
1363	0.110456235
1364	0.1104174219
1365	0.1103914095
1366	0.1103759564
1367	0.110358061
1368	0.1103501444
1369	0.1103411004
1370	0.1103249897
1371	0.11031363
1372	0.110289032
1373	0.1102676591
1374	0.1102576636
1375	0.1102492693
1376	0.1102400799
1377	0.1102340829
1378	0.1102257811
1379	0.1102187681
1380	0.1102070212
1381	0.1101867119
1382	0.1101701765
1383	0.1101535095
1384	0.1101375146
1385	0.1101200077
1386	0.1100767273
1387	0.1100666414
1388	0.1100554503
1389	0.1100447595
1390	0.1100315631
1391	0.1100212694
1392	0.1099952856
1393	0.1099762709
1394	0.1099633558
1395	0.1099275734
1396	0.109918815
1397	0.109907462
1398	0.1098845286
1399	0.1098769246
1400	0.1098677815
1401	0.1098474238
1402	0.1098374612
1403	0.1098316384
1404	0.1098110446
1405	0.109799733
1406	0.1097921227
1407	0.109770227
1408	0.1097593379
1409	0.1097495717
1410	0.1097353779
1411	0.1097199131
1412	0.1097116195
1413	0.1096992336
1414	0.1096932088
1415	0.1096831899
1416	0.1096644431
1417	0.1096591165
1418	0.1096341636
1419	0.109626794
1420	0.1096091142
1421	0.1095962069
1422	0.1095773593
1423	0.1095651514
1424	0.109553015
1425	0.1095464907
1426	0.109535346
1427	0.1095272631
1428	0.1095158596
1429	0.1095061966
1430	0.1095006842
1431	0.1094906438
1432	0.1094820186
1433	0.1094590157
1434	0.1094482462
1435	0.109432944
1436	0.1094138028
1437	0.1094003448
1438	0.1093934325
1439	0.109383613
1440	0.1093664
1441	0.1093557474
1442	0.1093338951
1443	0.1093280055
1444	0.1093134666
1445	0.1093021752
1446	0.1092940814
1447	0.1092626578
1448	0.1092510645
1449	0.1092381431
1450	0.1092286949
1451	0.1092130432
1452	0.1091903764
1453	0.1091659816
1454	0.1091469295
1455	0.1091350349
1456	0.1091191115
1457	0.109113362
1458	0.1091042712
1459	0.109093456
1460	0.1090857517
1461	0.1090720505
1462	0.1090583138
1463	0.1090508575
1464	0.1090312587
1465	0.1090141584
1466	0.1090084173
1467	0.1089902513
1468	0.1089807842
1469	0.108973996
1470	0.1089656745
1471	0.1089559256
1472	0.1089412654
1473	0.1089237878
1474	0.1089108633
1475	0.1089035303
1476	0.108889225
1477	0.1088730319
1478	0.1088658107
1479	0.1088545625
1480	0.1088313695
1481	0.1088138449
1482	0.1088010345
1483	0.1087959289
1484	0.1087847252
1485	0.108774119
1486	0.1087655666
1487	0.1087569617
1488	0.1087465692
1489	0.1087401352
1490	0.1087342587
1491	0.1087152417
1492	0.1086978153
1493	0.1086915068
1494	0.1086849338
1495	0.1086648722
1496	0.1086565245
1497	0.1086391497
1498	0.1086318348
1499	0.1085915551
1500	0.1085840839
1501	0.1085749628
1502	0.1085600137
1503	0.1085508712
1504	0.1085271854
1505	0.108517252
1506	0.1085089087
1507	0.1084980762
1508	0.1084914489
1509	0.1084636062
1510	0.1084570381
1511	0.1084379948
1512	0.108422016
1513	0.1084097377
